epoch,accuracy,loss,val_accuracy,val_loss
74,0.6767748594284058,0.8766995072364807,0.7091046571731567,0.7925291657447815
75,0.678620457649231,0.866034984588623,0.7086125016212463,0.7999815344810486
76,0.6837502717971802,0.8587527275085449,0.7075525522232056,0.8009045720100403
77,0.6843749284744263,0.8560664653778076,0.7114896774291992,0.7840070128440857
78,0.6851320862770081,0.8517571091651917,0.7173954248428345,0.7719908356666565
79,0.6908581256866455,0.8408967852592468,0.7254968881607056,0.7588320374488831
80,0.6884636282920837,0.8419926762580872,0.7220140099525452,0.7641530632972717
81,0.6912745833396912,0.8360700011253357,0.7238690257072449,0.7545500993728638
82,0.695088803768158,0.8279200792312622,0.7251561880111694,0.7562803030014038
83,0.6979755163192749,0.8226966857910156,0.7229604125022888,0.7761159539222717
84,0.7003795504570007,0.8181615471839905,0.7310240268707275,0.7416597604751587
85,0.7013260126113892,0.8134253025054932,0.7342040538787842,0.7306855320930481
86,0.7034081816673279,0.8059740662574768,0.735945463180542,0.7361723780632019
87,0.7093141078948975,0.7973015904426575,0.7379140853881836,0.724061906337738
88,0.7109798789024353,0.7876033782958984,0.7419648170471191,0.7165989279747009
89,0.7112448811531067,0.7849071621894836,0.7451826333999634,0.7081496119499207
90,0.7162137627601624,0.7781513333320618,0.7416240572929382,0.7127014994621277
91,0.717680811882019,0.7736075520515442,0.7504069805145264,0.7036478519439697
92,0.7183243632316589,0.772028386592865,0.74537193775177,0.7084559202194214
93,0.7205769419670105,0.7682441473007202,0.7502176761627197,0.6955943703651428
94,0.7240220904350281,0.7569381594657898,0.758886992931366,0.676994800567627
95,0.7258960604667664,0.754035234451294,0.7621805667877197,0.6649835705757141
96,0.7306188941001892,0.7467371821403503,0.7514291405677795,0.6858071684837341
97,0.7322941422462463,0.7392199039459229,0.7622184157371521,0.6722660660743713
98,0.7311205267906189,0.738893985748291,0.7639220356941223,0.6728707551956177
99,0.73771733045578,0.7264540791511536,0.7666477560997009,0.6546319723129272
100,0.73963862657547,0.7233406901359558,0.7621805667877197,0.6599754691123962
101,0.7400550842285156,0.7185238003730774,0.7769827842712402,0.6336997747421265
102,0.7434434294700623,0.709245502948761,0.7787999510765076,0.6328665614128113
103,0.7458190321922302,0.7061135768890381,0.7760741710662842,0.6314517259597778
104,0.7472008466720581,0.6982272267341614,0.7855384945869446,0.6183164715766907
105,0.7469642162322998,0.7000973224639893,0.7697141766548157,0.6332880258560181
106,0.7503525614738464,0.6942923665046692,0.7863335013389587,0.6135968565940857
107,0.7545169591903687,0.6842088103294373,0.793677806854248,0.6065766215324402
108,0.7545169591903687,0.6812468767166138,0.7921635508537292,0.5984609127044678
109,0.7613977193832397,0.6671275496482849,0.7923907041549683,0.6029700040817261
110,0.7624198794364929,0.6644677519798279,0.7983721494674683,0.5860334634780884
111,0.7655242681503296,0.6606128215789795,0.8034828901290894,0.5689390897750854
112,0.7646914124488831,0.6541129946708679,0.8020442724227905,0.5730124115943909
113,0.770180881023407,0.6446343064308167,0.7943214178085327,0.6026058197021484
114,0.7706730365753174,0.6461690068244934,0.8037099838256836,0.5863071084022522
115,0.7724428772926331,0.639767587184906,0.8052242994308472,0.5733165144920349
116,0.7741938829421997,0.634777307510376,0.8110164403915405,0.5578974485397339
117,0.7778566479682922,0.6266893744468689,0.8096914887428284,0.5606150031089783
118,0.781358540058136,0.6173738837242126,0.810410737991333,0.5446286797523499
119,0.7790870666503906,0.6181800365447998,0.8114328980445862,0.5620285272598267
120,0.7836962938308716,0.6082415580749512,0.81109219789505,0.5526818037033081
121,0.7820778489112854,0.614504337310791,0.8151050806045532,0.5444695949554443
122,0.7843682765960693,0.6083971858024597,0.8055649995803833,0.5660333633422852
123,0.7861665487289429,0.6054453253746033,0.8212379217147827,0.5272373557090759
124,0.7888071537017822,0.5958290696144104,0.8250615000724792,0.5304510593414307
125,0.7916370630264282,0.5883406400680542,0.8171871900558472,0.5328617691993713
126,0.7943817973136902,0.5828018188476562,0.824380099773407,0.5238916873931885
127,0.7946941256523132,0.5833427906036377,0.8238879442214966,0.5214526057243347
128,0.7946184277534485,0.5810262560844421,0.8319515585899353,0.5032365322113037
129,0.7981676459312439,0.5747957825660706,0.8263108134269714,0.5150508284568787
130,0.8029283285140991,0.5606322288513184,0.8324815630912781,0.5005556344985962
131,0.8006190061569214,0.5638822317123413,0.8355479836463928,0.497776061296463
132,0.8017452955245972,0.5642789602279663,0.8280143737792969,0.5038124322891235
133,0.8043953776359558,0.5570206046104431,0.8341851234436035,0.4949457347393036
134,0.8065343499183655,0.5495246052742004,0.8371379971504211,0.49193769693374634
135,0.8080297708511353,0.548391580581665,0.8428165912628174,0.4775802791118622
136,0.8078026175498962,0.5480794310569763,0.8366079926490784,0.49474868178367615
137,0.8114086389541626,0.5383898019790649,0.8419079780578613,0.4769250154495239
138,0.8145508766174316,0.5308122038841248,0.8456937074661255,0.4747633635997772
139,0.816879153251648,0.5247645378112793,0.8496687412261963,0.4606298804283142
140,0.8152417540550232,0.5303847193717957,0.8510316014289856,0.4549954831600189
141,0.8157528638839722,0.5279320478439331,0.8541359305381775,0.4461185932159424
142,0.8178256154060364,0.5227959156036377,0.848987340927124,0.46116772294044495
143,0.8214789628982544,0.5153893828392029,0.8548930287361145,0.44437113404273987
144,0.8231163024902344,0.5088986158370972,0.8473594784736633,0.46553146839141846
145,0.8222266435623169,0.5109557509422302,0.8547794818878174,0.44895753264427185
146,0.8241195678710938,0.5062445402145386,0.8516752123832703,0.4470682740211487
147,0.8260219097137451,0.5011712312698364,0.8633731007575989,0.4261096119880676
148,0.8275646567344666,0.4956621825695038,0.8613287806510925,0.4291849434375763
149,0.8296279311180115,0.4890684485435486,0.8609123826026917,0.42850470542907715
150,0.8313505053520203,0.485018253326416,0.8636381030082703,0.42310699820518494
151,0.8344170451164246,0.4784511625766754,0.8673480749130249,0.41059818863868713
152,0.8326282501220703,0.4838148057460785,0.8618966341018677,0.4301544427871704
153,0.8344075679779053,0.4782945513725281,0.8646602034568787,0.4150947034358978
154,0.837228000164032,0.4714776873588562,0.8678023815155029,0.4153335690498352
155,0.8379946351051331,0.47334128618240356,0.8608366250991821,0.4285198152065277
156,0.8392155766487122,0.4673374891281128,0.8651145100593567,0.41955405473709106
157,0.8406447172164917,0.46424582600593567,0.8669695258140564,0.41675883531570435
158,0.8403607606887817,0.4621756374835968,0.8683702349662781,0.40858644247055054
159,0.8414018750190735,0.4580857753753662,0.8717774152755737,0.4056740701198578
160,0.8437207341194153,0.4516447186470032,0.870376706123352,0.39863499999046326
161,0.8462098836898804,0.44695845246315,0.8773424029350281,0.3944721817970276
162,0.8492575287818909,0.44078272581100464,0.8745409846305847,0.3959946632385254
163,0.8507718443870544,0.43347975611686707,0.8753359913825989,0.391836553812027
164,0.8491817712783813,0.4386822581291199,0.8739731311798096,0.39801904559135437
165,0.8528067469596863,0.4278789758682251,0.8781374096870422,0.3865904211997986
166,0.8515573740005493,0.42939993739128113,0.8789324164390564,0.38094401359558105
167,0.8528919219970703,0.42670488357543945,0.8791974186897278,0.38415762782096863
168,0.8552107214927673,0.4242582321166992,0.8823774456977844,0.37600627541542053
169,0.8576809763908386,0.4197728931903839,0.8794245719909668,0.3776271343231201
170,0.8545292615890503,0.42255306243896484,0.8829831480979919,0.3697032034397125
171,0.8578513264656067,0.41385072469711304,0.8799545764923096,0.3772462010383606
172,0.8590344190597534,0.413916677236557,0.8776452541351318,0.38693997263908386
173,0.8609083890914917,0.4082098603248596,0.884421706199646,0.3662480115890503
174,0.8609273433685303,0.4080469310283661,0.8834753036499023,0.36959338188171387
175,0.8609935641288757,0.40425512194633484,0.8895702958106995,0.3595096170902252
176,0.8614100217819214,0.4070826470851898,0.88642817735672,0.3628973066806793
177,0.8632650971412659,0.4048914909362793,0.8897596001625061,0.3530115783214569
178,0.8657543063163757,0.3913855254650116,0.8856710195541382,0.35965582728385925
179,0.8651201725006104,0.39528632164001465,0.8889267444610596,0.3520878553390503
180,0.8679595589637756,0.389087438583374,0.888093888759613,0.3589507043361664
181,0.869577944278717,0.38453352451324463,0.8904789090156555,0.3487389087677002
182,0.8695022463798523,0.3900485932826996,0.890857458114624,0.349340558052063
183,0.8681204319000244,0.38578784465789795,0.8932046294212341,0.34600815176963806
184,0.8715181946754456,0.37930530309677124,0.8906681537628174,0.348856121301651
185,0.8706380128860474,0.3853234350681305,0.8839296102523804,0.36144593358039856
186,0.8700512051582336,0.37956053018569946,0.8940374851226807,0.3444488048553467
187,0.8704770803451538,0.3819800913333893,0.8900246024131775,0.3564324975013733
188,0.8750295639038086,0.37009957432746887,0.8949460387229919,0.3396811783313751
189,0.871054470539093,0.37942585349082947,0.8901382088661194,0.35119664669036865
190,0.8750011920928955,0.36813271045684814,0.8919553160667419,0.33851319551467896
191,0.8766385316848755,0.3613942861557007,0.8918796181678772,0.3463689982891083
192,0.8779352307319641,0.3606688380241394,0.8934317827224731,0.3418157398700714
193,0.8783043026924133,0.3624217212200165,0.8972175121307373,0.33499443531036377
194,0.8794211745262146,0.35746899247169495,0.8947946429252625,0.33439382910728455
195,0.8785030841827393,0.3558751344680786,0.8999432325363159,0.325524240732193
196,0.8799700736999512,0.35441702604293823,0.8960817456245422,0.3309171199798584
197,0.8826864361763,0.34650149941444397,0.8977096080780029,0.3400856852531433
198,0.8837370276451111,0.34348899126052856,0.8982775211334229,0.32694941759109497
199,0.8839073777198792,0.34396499395370483,0.8995267748832703,0.32610127329826355
